title,distributor,distributor_filter,genre,genre1_index,genre2_index,genre1,genre2,rating,running_time,production_year,release_date,month,day,production_budget,domestic_income,inflation_domestic_income,formatted_production_budget,formatted_domestic_income,formatted_inflation_domestic_income,director,link,image
Fatal Attraction,Paramount Pictures,Paramount Pictures,Thriller,12,,Thriller,,R,123,1987,19870918,9,18,0,156645693,323794900, $ ---------------     ,"$156,645,693 ","$323,794,900 ",Adrian Lyne,http://www.imdb.com/title/tt0093010/,
Beverly Hills Cop II,Paramount Pictures,Paramount Pictures,"Comedy, Action",3,0,Comedy,Action,R,103,1987,19870520,5,20,0,153665036,320692200, $ ---------------     ,"$153,665,036 ","$320,692,200 ",Tony Scott,http://www.imdb.com/title/tt0092644/,
"Good Morning, Vietnam",Buena Vista,Buena Vista,"Comedy, Drama",3,6,Comedy,Drama,R,119,1987,19871225,12,25,0,123922370,246080300, $ ---------------     ,"$123,922,370 ","$246,080,300 ",Barry Levinson,http://www.imdb.com/title/tt0093105/,
Moonstruck,MGM,Other,"Romance, Comedy",10,3,Romance,Comedy,PG,102,1987,19871218,12,18,0,80640528,160165400, $ ---------------     ,"$80,640,528 ","$160,165,400 ",Norman Jewison,http://www.imdb.com/title/tt0093565/,
The Untouchables,Paramount Pictures,Paramount Pictures,Action,0,,Action,,R,119,1987,19870605,6,5,0,76270454,159173100, $ ---------------     ,"$76,270,454 ","$159,173,100 ",Brian De Palma,http://www.imdb.com/title/tt0094226/,
The Secret of My Success,Universal,Universal,"Romance, Comedy",10,3,Romance,Comedy,PG-13,111,1987,19870410,4,10,0,66995879,139817500, $ ---------------     ,"$66,995,879 ","$139,817,500 ",Herbert Ross,http://www.imdb.com/title/tt0093936/,
Stakeout,Buena Vista,Buena Vista,"Comedy, Action",3,0,Comedy,Action,R,106,1987,19870807,8,7,0,65673233,137057200, $ ---------------     ,"$65,673,233 ","$137,057,200 ",John Badham,http://www.imdb.com/title/tt0094025/,
Lethal Weapon,Warner Bros.,Warner Bros.,"Action, Comedy",0,3,Action,Comedy,R,110,1987,19870306,3,6,0,65207127,136084400, $ ---------------     ,"$65,207,127 ","$136,084,400 ",Richard Donner,http://www.imdb.com/title/tt0093409/,
The Witches of Eastwick,Warner Bros.,Warner Bros.,"Horror, Comedy",8,3,Horror,Comedy,R,118,1987,19870612,6,12,0,63766510,133077900, $ ---------------     ,"$63,766,510 ","$133,077,900 ",George Miller,http://www.imdb.com/title/tt0094332/,
Dirty Dancing,Vestron,Other,Romance,10,,Romance,,PG-13,105,1987,19870821,8,21,6000000,63446382,131207900,"$6,000,000 ","$63,446,382 ","$131,207,900 ",Emile Ardolino,http://www.imdb.com/title/tt0092890/,
Predator,Fox,Fox,"Action, Horror",0,8,Action,Horror,R,107,1987,19870612,6,12,15000000,59735548,124665500,"$15,000,000 ","$59,735,548 ","$124,665,500 ",John McTiernan,http://www.imdb.com/title/tt0093773/,
Throw Momma From the Train,Orion Pictures,Other,"Crime, Comedy",4,3,Crime,Comedy,PG-13,88,1987,19871211,12,11,0,57915972,118105800, $ ---------------     ,"$57,915,972 ","$118,105,800 ",Danny DeVito,http://www.imdb.com/title/tt0094142/,
Dragnet,Universal,Universal,"Action, Comedy",0,3,Action,Comedy,PG-13,106,1987,19870626,6,26,0,57387516,119765300, $ ---------------     ,"$57,387,516 ","$119,765,300 ",Tom Mankiewicz,http://www.imdb.com/title/tt0092925/,
La Bamba,Columbia,Other,Drama,6,,Drama,,PG-13,109,1987,19870724,7,24,0,54215416,113145200, $ ---------------     ,"$54,215,416 ","$113,145,200 ",Luis Valdez,http://www.imdb.com/title/tt0093378/,
Robocop,Orion Pictures,Other,"Sci-Fi, Action",11,0,Sci-Fi,Action,R,103,1987,19870717,7,17,13000000,53424681,111495000,"$13,000,000 ","$53,424,681 ","$111,495,000 ",Paul Verhoeven,http://www.imdb.com/title/tt0093870/,
Outrageous Fortune,Buena Vista,Buena Vista,Comedy,3,,Comedy,,R,100,1987,19870130,1,30,0,52864741,110326400, $ ---------------     ,"$52,864,741 ","$110,326,400 ",Arthur Hiller,http://www.imdb.com/title/tt0093690/,
Broadcast News,Fox,Fox,Comedy,3,,Comedy,,R,133,1987,19871218,12,18,0,51249404,102798600, $ ---------------     ,"$51,249,404 ","$102,798,600 ",James L. Brooks,http://www.imdb.com/title/tt0092699/,
The Living Daylights,United Artists,Other,Action,0,,Action,,PG,131,1987,19870731,7,31,0,51185897,106822700, $ ---------------     ,"$51,185,897 ","$106,822,700 ",John Glen,http://www.imdb.com/title/tt0093428/,
Eddie Murphy Raw,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,R,93,1987,19871218,12,18,0,50504655,103007900, $ ---------------     ,"$50,504,655 ","$103,007,900 ",Robert Townsend,http://www.imdb.com/title/tt0092948/,
"Planes, Trains and Automobiles",Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,R,92,1987,19870731,7,31,0,49530280,101896900, $ ---------------     ,"$49,530,280 ","$101,896,900 ",John Hughes,http://www.imdb.com/title/tt0093748/,
Snow White and the Seven Dwarfs (Re-issue) (1987),Buena Vista,Buena Vista,Animation,2,,Animation,,G,84,1987,19871218,12,18,0,46594212,97240100, $ ---------------     ,"$46,594,212 ","$97,240,100 ",David Hand,http://www.imdb.com/title/tt0029583/,
Full Metal Jacket,Warner Bros.,Warner Bros.,"War, Drama",13,6,War,Drama,R,116,1987,19871125,11,25,30000000,46357676,96746500,"$30,000,000 ","$46,357,676 ","$96,746,500 ",Stanley Kubrick,http://www.imdb.com/title/tt0093058/,
A Nightmare on Elm Street 3: Dream Warriors,New Line,Other,Horror,8,,Horror,,R,96,1987,19870717,7,17,0,44793222,93481500, $ ---------------     ,"$44,793,222 ","$93,481,500 ",Chuck Russell,http://www.imdb.com/title/tt0093629/,
The Last Emperor,Columbia,Other,Drama,6,,Drama,,PG-13,219,1987,19870626,6,26,0,43984230,87777400, $ ---------------     ,"$43,984,230 ","$87,777,400 ",Bernardo Bertolucci,http://www.imdb.com/title/tt0093389/,
Rain Man,MGM,Other,Drama,6,,Drama,,R,133,1988,19881216,12,16,25000000,172825435,353260300,"$25,000,000 ","$172,825,435 ","$353,260,300 ",Barry Levinson,http://www.imdb.com/title/tt0095953/,
Who Framed Roger Rabbit,Buena Vista,Buena Vista,"Fantasy, Comedy",7,3,Fantasy,Comedy,PG,103,1988,19880624,6,24,70000000,156452370,310620800,"$70,000,000 ","$156,452,370 ","$310,620,800 ",Robert Zemeckis,http://www.imdb.com/title/tt0096438/,
Coming to America,Paramount Pictures,Paramount Pictures,"Comedy, Romance",3,10,Comedy,Romance,R,116,1988,19880629,6,29,0,128152301,254433800, $ ---------------     ,"$128,152,301 ","$254,433,800 ",John Landis,http://www.imdb.com/title/tt0094898/,
Big,Fox,Fox,"Fantasy, Comedy",7,3,Fantasy,Comedy,PG,104,1988,19880603,6,3,0,114968774,228259200, $ ---------------     ,"$114,968,774 ","$228,259,200 ",Penny Marshall,http://www.imdb.com/title/tt0094737/,
Twins,Universal,Universal,Comedy,3,,Comedy,,PG,105,1988,19881209,12,9,15000000,111938388,227034500,"$15,000,000 ","$111,938,388 ","$227,034,500 ",Ivan Reitman,http://www.imdb.com/title/tt0096320/,
Crocodile Dundee II,Paramount Pictures,Paramount Pictures,"Adventure, Comedy",1,3,Adventure,Comedy,PG,110,1988,19880525,5,25,0,109306210,217016700, $ ---------------     ,"$109,306,210 ","$217,016,700 ","John Cornell, Mark Turnbull",http://www.imdb.com/title/tt0092493/,
Die Hard,Fox,Fox,"Action, Thriller",0,12,Action,Thriller,R,131,1988,19880715,7,15,28000000,83008852,164805900,"$28,000,000 ","$83,008,852 ","$164,805,900 ",John McTiernan,http://www.imdb.com/title/tt0095016/,
The Naked Gun: From Files of Police Squad,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,PG-13,84,1988,19881202,12,2,0,78756177,159078900, $ ---------------     ,"$78,756,177 ","$159,078,900 ",David Zucker,http://www.imdb.com/title/tt0095705/,
Cocktail,Buena Vista,Buena Vista,Romance,10,,Romance,,R,104,1988,19880729,7,29,0,78222753,155303600, $ ---------------     ,"$78,222,753 ","$155,303,600 ",Roger Donaldson,http://www.imdb.com/title/tt0094889/,
Beetlejuice,Warner Bros.,Warner Bros.,"Horror, Comedy",8,3,Horror,Comedy,PG,92,1988,19880401,4,1,0,73707461,146338900, $ ---------------     ,"$73,707,461 ","$146,338,900 ",Tim Burton,http://www.imdb.com/title/tt0094721/,
Working Girl,Fox,Fox,"Romance, Comedy",10,3,Romance,Comedy,R,114,1988,19881223,12,23,0,63779477,130438700, $ ---------------     ,"$63,779,477 ","$130,438,700 ",Mike Nichols,http://www.imdb.com/title/tt0096463/,
A Fish Called Wanda,MGM,Other,"Crime, Comedy",4,3,Crime,Comedy,R,108,1988,19880715,7,15,0,62493712,124075100, $ ---------------     ,"$62,493,712 ","$124,075,100 ","Charles Crichton, John Cleese",http://www.imdb.com/title/tt0095159/,
Scrooged,Paramount Pictures,Paramount Pictures,"Fantasy, Comedy",7,3,Fantasy,Comedy,PG-13,100,1988,19881123,11,23,0,60328558,120383500, $ ---------------     ,"$60,328,558 ","$120,383,500 ",Richard Donner,http://www.imdb.com/title/tt0096061/,
Willow,MGM,Other,Fantasy,7,,Fantasy,,PG,126,1988,19880520,5,20,0,57269863,113703700, $ ---------------     ,"$57,269,863 ","$113,703,700 ",Ron Howard,http://www.imdb.com/title/tt0096446/,
Beaches,Buena Vista,Buena Vista,Drama,6,,Drama,,PG-13,123,1988,19881223,12,23,0,57041866,117220300, $ ---------------     ,"$57,041,866 ","$117,220,300 ",Garry Marshall,http://www.imdb.com/title/tt0094715/,
Rambo III,TriStar,Other,Action,0,,Action,,R,102,1988,19880525,5,25,63000000,53715611,106647100,"$63,000,000 ","$53,715,611 ","$106,647,100 ",Peter MacDonald,http://www.imdb.com/title/tt0095956/,
Oliver & Company,Buena Vista,Buena Vista,Animation,2,,Animation,,G,74,1988,19881118,11,18,0,53279055,107213300, $ ---------------     ,"$53,279,055 ","$107,213,300 ",George Scribner,http://www.imdb.com/title/tt0095776/,
Bull Durham,Orion Pictures,Other,"Romance, Comedy",10,3,Romance,Comedy,R,108,1988,19880617,6,17,0,50888729,101034600, $ ---------------     ,"$50,888,729 ","$101,034,600 ",Dennis Hopper,http://www.imdb.com/title/tt0094812/,
A Nightmare on Elm Street 4: The Dream Master,New Line,Other,Horror,8,,Horror,,R,99,1988,19880819,8,19,0,49369899,98019100, $ ---------------     ,"$49,369,899 ","$98,019,100 ",Renny Harlin,http://www.imdb.com/title/tt0095742/,
The Land Before Time,Universal,Universal,Animation,2,,Animation,,G,67,1988,19881118,11,18,0,48092846,96451000, $ ---------------     ,"$48,092,846 ","$96,451,000 ",Don Bluth,http://www.imdb.com/title/tt0095489/,
Colors,Orion Pictures,Other,"Crime, Action",4,0,Crime,Action,R,127,1988,19880415,4,15,0,46616067,92551600, $ ---------------     ,"$46,616,067 ","$92,551,600 ",Dennis Hopper,http://www.imdb.com/title/tt0094894/,
Young Guns,Fox,Fox,Western,14,,Western,,R,102,1988,19880812,8,12,0,45661556,90656500, $ ---------------     ,"$45,661,556 ","$90,656,500 ",Christopher Cain,http://www.imdb.com/title/tt0096487/,
Biloxi Blues,Universal,Universal,"Comedy, Drama",3,6,Comedy,Drama,PG-13,107,1988,19880325,3,25,0,43184798,85739100, $ ---------------     ,"$43,184,798 ","$85,739,100 ",Mike Nichols,http://www.imdb.com/title/tt0094746/,
Dirty Rotten Scoundrels,Orion Pictures,Other,Comedy,3,,Comedy,,PG,110,1988,19881216,12,16,0,42039085,85299600, $ ---------------     ,"$42,039,085 ","$85,299,600 ",Frank Oz,http://www.imdb.com/title/tt0095031/,
The Great Outdoors,Universal,Universal,Comedy,3,,Comedy,,PG,91,1988,19880617,6,17,0,41455230,82305300, $ ---------------     ,"$41,455,230 ","$82,305,300 ",Howard Deutch,http://www.imdb.com/title/tt0095253/,
Batman,Warner Bros.,Warner Bros.,"Action, Adventure",0,1,Action,Adventure,PG-13,126,1989,19890623,6,23,35000000,251188924,513709700,"$35,000,000 ","$251,188,924 ","$513,709,700 ",Tim Burton,http://www.imdb.com/title/tt0096895/,
Indiana Jones and the Last Crusade,Paramount Pictures,Paramount Pictures,Adventure,1,,Adventure,,PG-13,127,1989,19890524,5,24,48000000,197171806,403238600,"$48,000,000 ","$197,171,806 ","$403,238,600 ",Steven Spielberg,http://www.imdb.com/title/tt0097576/,
Lethal Weapon 2,Warner Bros.,Warner Bros.,"Action, Comedy",0,3,Action,Comedy,R,113,1989,19890707,7,7,0,147253986,302668100, $ ---------------     ,"$147,253,986 ","$302,668,100 ",Richard Donner,http://www.imdb.com/title/tt0097733/,
Look Who's Talking,TriStar,Other,Comedy,3,,Comedy,,PG-13,93,1989,19891013,10,13,0,140088813,284315100, $ ---------------     ,"$140,088,813 ","$284,315,100 ",Amy Heckerling,http://www.imdb.com/title/tt0097778/,
"Honey, I Shrunk the Kids",Buena Vista,Buena Vista,Adventure,1,,Adventure,,PG,101,1989,19890623,6,23,0,130724172,268692500, $ ---------------     ,"$130,724,172 ","$268,692,500 ",Joe Johnston,http://www.imdb.com/title/tt0097523/,
Back to the Future Part II,Universal,Universal,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG,108,1989,19891122,11,22,40000000,118450002,239502300,"$40,000,000 ","$118,450,002 ","$239,502,300 ",Robert Zemeckis,http://www.imdb.com/title/tt0096874/,
Ghostbusters II,Columbia,Other,"Comedy, Horror",3,8,Comedy,Horror,PG,102,1989,19890616,6,16,0,112494738,231223500, $ ---------------     ,"$112,494,738 ","$231,223,500 ",Ivan Reitman,http://www.imdb.com/title/tt0097428/,
Driving Miss Daisy,Warner Bros.,Warner Bros.,"Comedy, Drama",3,6,Comedy,Drama,PG,99,1989,19891215,12,15,0,106593296,205747100, $ ---------------     ,"$106,593,296 ","$205,747,100 ",Bruce Beresford,http://www.imdb.com/title/tt0097239/,
Parenthood,Universal,Universal,"Comedy, Drama",3,6,Comedy,Drama,PG-13,124,1989,19890802,8,2,0,100047830,205050500, $ ---------------     ,"$100,047,830 ","$205,050,500 ",Ron Howard,http://www.imdb.com/title/tt0098067/,
Dead Poets Society,Buena Vista,Buena Vista,Drama,6,,Drama,,PG,128,1989,19890602,6,2,0,95860116,197032400, $ ---------------     ,"$95,860,116 ","$197,032,400 ",Peter Weir,http://www.imdb.com/title/tt0097165/,
When Harry Met Sally,Columbia,Other,"Romance, Comedy",10,3,Romance,Comedy,R,96,1989,19890714,7,14,0,92823546,190791000, $ ---------------     ,"$92,823,546 ","$190,791,000 ",Rob Reiner,http://www.imdb.com/title/tt0098635/,
The War of the Roses,Fox,Fox,"Comedy, Thriller",3,12,Comedy,Thriller,R,116,1989,19891208,12,8,0,86888546,171829800, $ ---------------     ,"$86,888,546 ","$171,829,800 ",Danny DeVito,http://www.imdb.com/title/tt0098621/,
The Little Mermaid,Buena Vista,Buena Vista,Animation,2,,Animation,,G,83,1989,19891117,11,17,0,84355863,167803600, $ ---------------     ,"$84,355,863 ","$167,803,600 ","Ron Clements, John Musker",http://www.imdb.com/title/tt0097757/,
Steel Magnolias,TriStar,Other,"Drama, Comedy",6,3,Drama,Comedy,PG,117,1989,19891117,11,17,0,83759091,166422800, $ ---------------     ,"$83,759,091 ","$166,422,800 ",Herbert Ross,http://www.imdb.com/title/tt0098384/,
Christmas Vacation,Warner Bros.,Warner Bros.,Comedy,3,,Comedy,,PG-13,97,1989,19891201,12,1,0,71319526,143859800, $ ---------------     ,"$71,319,526 ","$143,859,800 ",Jeremiah S. Chechik,http://www.imdb.com/title/tt0097958/,
Turner & Hooch,Buena Vista,Buena Vista,"Comedy, Action",3,0,Comedy,Action,PG,97,1989,19890728,7,28,0,71079915,146098800, $ ---------------     ,"$71,079,915 ","$146,098,800 ",Roger Spottiswoode,http://www.imdb.com/title/tt0098536/,
Born on the Fourth of July,Universal,Universal,"War, Drama",13,6,War,Drama,R,145,1989,19891222,12,22,0,70001698,135095000, $ ---------------     ,"$70,001,698 ","$135,095,000 ",Oliver Stone,http://www.imdb.com/title/tt0096969/,
Uncle Buck,Universal,Universal,Comedy,3,,Comedy,,PG,100,1989,19890818,8,18,0,66758538,137216500, $ ---------------     ,"$66,758,538 ","$137,216,500 ",John Hughes,http://www.imdb.com/title/tt0098554/,
Field of Dreams,Universal,Universal,Drama,6,,Drama,,PG,107,1989,19890421,4,21,0,64431625,132433800, $ ---------------     ,"$64,431,625 ","$132,433,800 ",Phil Alden Robinson,http://www.imdb.com/title/tt0097351/,
Tango & Cash,Warner Bros.,Warner Bros.,"Comedy, Action",3,0,Comedy,Action,R,104,1989,19891222,12,22,0,63408614,123862300, $ ---------------     ,"$63,408,614 ","$123,862,300 ","Andrey Konchalovskiy, Albert Magnoli",http://www.imdb.com/title/tt0098439/,
Harlem Nights,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,R,115,1989,19891117,11,17,0,60864870,124096000, $ ---------------     ,"$60,864,870 ","$124,096,000 ",Eddie Murphy,http://www.imdb.com/title/tt0097481/,
Sea of Love,Universal,Universal,"Thriller, Romance",12,10,Thriller,Romance,R,113,1989,19890915,9,15,0,58571513,120388800, $ ---------------     ,"$58,571,513 ","$120,388,800 ",Harold Becker,http://www.imdb.com/title/tt0098273/,
Pet Sematary,Paramount Pictures,Paramount Pictures,Horror,8,,Horror,,R,103,1989,19890421,4,21,0,57469467,118123600, $ ---------------     ,"$57,469,467 ","$118,123,600 ",Mary Lambert,http://www.imdb.com/title/tt0098084/,
The Abyss,Fox,Fox,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG-13,146,1989,19890811,8,11,0,54222310,111449400, $ ---------------     ,"$54,222,310 ","$111,449,400 ",James Cameron,http://www.imdb.com/title/tt0096754/,
Star Trek V: The Final Frontier,Paramount Pictures,Paramount Pictures,"Sci-Fi, Adventure",11,1,Sci-Fi,Adventure,PG,107,1989,19890609,6,9,0,52210049,107313400, $ ---------------     ,"$52,210,049 ","$107,313,400 ",William Shatner,http://www.imdb.com/title/tt0098382/,
Home Alone,Fox,Fox,Comedy,3,,Comedy,,PG,105,1990,19901116,11,16,18000000,285761243,552711100,"$18,000,000 ","$285,761,243 ","$552,711,100 ",Chris Columbus,http://www.imdb.com/title/tt0099785/,
Ghost,Paramount Pictures,Paramount Pictures,Romance,10,,Romance,,PG-13,128,1990,19900713,7,13,22000000,217631306,419956200,"$22,000,000 ","$217,631,306 ","$419,956,200 ",Jerry Zucker,http://www.imdb.com/title/tt0099653/,
Dances with Wolves,Orion Pictures,Other,Western,14,,Western,,PG-13,183,1990,19901109,11,9,22000000,184208848,356586200,"$22,000,000 ","$184,208,848 ","$356,586,200 ",Kevin Costner,http://www.imdb.com/title/tt0099348/,
Pretty Woman,Buena Vista,Buena Vista,"Romance, Comedy",10,3,Romance,Comedy,R,119,1990,19900323,3,23,14000000,178406268,344159600,"$14,000,000 ","$178,406,268 ","$344,159,600 ",Garry Marshall,http://www.imdb.com/title/tt0100405/,
Teenage Mutant Ninja Turtles,New Line,Other,Adventure,1,,Adventure,,PG,93,1990,19900330,3,30,13500000,135265915,260938500,"$13,500,000 ","$135,265,915 ","$260,938,500 ",Steve Barron,http://www.imdb.com/title/tt0100758/,
The Hunt for Red October,Paramount Pictures,Paramount Pictures,"Action, Thriller",0,12,Action,Thriller,PG,134,1990,19900302,3,2,30000000,122012643,235371900,"$30,000,000 ","$122,012,643 ","$235,371,900 ",John McTiernan,http://www.imdb.com/title/tt0099810/,
Total Recall ,Sony Pictures,Sony Pictures,"Sci-Fi, Action",11,0,Sci-Fi,Action,R,113,1990,19900601,6,1,65000000,119394840,230322000,"$65,000,000 ","$119,394,840 ","$230,322,000 ",Paul Verhoeven,http://www.imdb.com/title/tt0100802/,
Die Hard 2: Die Harder,Fox,Fox,"Action, Thriller",0,12,Action,Thriller,R,124,1990,19900706,7,6,70000000,117540947,226745700,"$70,000,000 ","$117,540,947 ","$226,745,700 ",Renny Harlin,http://www.imdb.com/title/tt0099423/,
Dick Tracy,Buena Vista,Buena Vista,Action,0,,Action,,PG,105,1990,19900615,6,15,47000000,103738726,200120100,"$47,000,000 ","$103,738,726 ","$200,120,100 ",Warren Beatty,http://www.imdb.com/title/tt0099422/,
Kindergarten Cop,Universal,Universal,Comedy,3,,Comedy,,PG-13,111,1990,19901222,12,22,15000000,91457688,177119300,"$15,000,000 ","$91,457,688 ","$177,119,300 ",Ivan Reitman,http://www.imdb.com/title/tt0099938/,
Back to the Future Part III,Universal,Universal,Western,14,,Western,,PG,118,1990,19900525,5,25,40000000,87727583,169233300,"$40,000,000 ","$87,727,583 ","$169,233,300 ",Robert Zemeckis,http://www.imdb.com/title/tt0099088/,
Presumed Innocent,Warner Bros.,Warner Bros.,Thriller,12,,Thriller,,R,127,1990,19900727,7,27,0,86303188,166485600, $ ---------------     ,"$86,303,188 ","$166,485,600 ",Alan J. Pakula,http://www.imdb.com/title/tt0100404/,
Days of Thunder,Paramount Pictures,Paramount Pictures,Drama,6,,Drama,,PG-13,107,1990,19900629,6,29,0,82670733,159478300, $ ---------------     ,"$82,670,733 ","$159,478,300 ",Tony Scott,http://www.imdb.com/title/tt0099371/,
Another 48 Hrs,Paramount Pictures,Paramount Pictures,"Action, Comedy",0,3,Action,Comedy,R,95,1990,19900608,6,8,0,80818974,155906100, $ ---------------     ,"$80,818,974 ","$155,906,100 ",Walter Hill,http://www.imdb.com/title/tt0099044/,
Three Men and a Little Lady,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,104,1990,19901121,11,21,0,71609321,138367300, $ ---------------     ,"$71,609,321 ","$138,367,300 ",Ted Field,http://www.imdb.com/title/tt0098966/,
Bird on a Wire,Universal,Universal,"Comedy, Romance",3,10,Comedy,Romance,PG-13,110,1990,19900518,5,18,0,70978012,136922100, $ ---------------     ,"$70,978,012 ","$136,922,100 ",John Badham,http://www.imdb.com/title/tt0099141/,
The Godfather Part III,Paramount Pictures,Paramount Pictures,"Crime, Drama",4,6,Crime,Drama,R,162,1990,19901225,12,25,54000000,66666062,129086500,"$54,000,000 ","$66,666,062 ","$129,086,500 ",Francis Ford Coppola,http://www.imdb.com/title/tt0099674/,
Flatliners,Columbia,Other,Horror,8,,Horror,,R,115,1990,19900810,8,10,0,61489265,118617600, $ ---------------     ,"$61,489,265 ","$118,617,600 ",Joel Schumacher,http://www.imdb.com/title/tt0099582/,
Misery,Columbia,Other,Thriller,12,,Thriller,,R,108,1990,19901130,11,30,0,61276872,118459300, $ ---------------     ,"$61,276,872 ","$118,459,300 ",Rob Reiner,http://www.imdb.com/title/tt0100157/,
Edward Scissorhands,Fox,Fox,"Fantasy, Drama",7,6,Fantasy,Drama,PG-13,105,1990,19901207,12,7,0,56362352,109079000, $ ---------------     ,"$56,362,352 ","$109,079,000 ",Tim Burton,http://www.imdb.com/title/tt0099487/,
Problem Child,Universal,Universal,Comedy,3,,Comedy,,PG,172,1990,19900727,7,27,0,53470891,103149500, $ ---------------     ,"$53,470,891 ","$103,149,500 ",Dennis Dugan,http://www.imdb.com/title/tt0100419/,
Arachnophobia,Buena Vista,Buena Vista,"Horror, Comedy",8,3,Horror,Comedy,PG-13,109,1990,19900720,7,20,0,53208180,102642700, $ ---------------     ,"$53,208,180 ","$102,642,700 ",Frank Marshall,http://www.imdb.com/title/tt0099052/,
Awakenings,Columbia,Other,Drama,6,,Drama,,PG-13,120,1990,19901222,12,22,0,52096475,100970000, $ ---------------     ,"$52,096,475 ","$100,970,000 ",Penny Marshall,http://www.imdb.com/title/tt0099077/,
Look Who's Talking Too,TriStar,Other,Comedy,3,,Comedy,,PG-13,96,1990,19901214,12,14,0,47789074,92449700, $ ---------------     ,"$47,789,074 ","$92,449,700 ",Amy Heckerling,http://www.imdb.com/title/tt0100050/,
Hard to Kill,Warner Bros.,Warner Bros.,Action,0,,Action,,R,95,1990,19900209,2,9,0,7410827,91459200, $ ---------------     ,"$7,410,827 ","$91,459,200 ",Bruce Malmuth,http://www.imdb.com/title/tt0099739/,
Terminator 2: Judgment Day,TriStar,Other,"Sci-Fi, Action",11,0,Sci-Fi,Action,R,137,1991,19910703,7,3,102000000,204843345,397036000,"$102,000,000 ","$204,843,345 ","$397,036,000 ",James Cameron,http://www.imdb.com/title/tt0103064/,
Robin Hood: Prince of Thieves,Warner Bros.,Warner Bros.,Adventure,1,,Adventure,,PG-13,143,1991,19910614,6,14,48000000,165493908,320767300,"$48,000,000 ","$165,493,908 ","$320,767,300 ",Kevin Reynolds,http://www.imdb.com/title/tt0102798/,
Beauty and the Beast,Buena Vista,Buena Vista,Animation,2,,Animation,,G,84,1991,19911115,11,15,25000000,145863363,285320300,"$25,000,000 ","$145,863,363 ","$285,320,300 ","Gary Trousdale, Kirk Wise",http://www.imdb.com/title/tt0101414/,
The Silence of the Lambs,Orion Pictures,Other,Thriller,12,,Thriller,,R,118,1991,19910214,2,14,19000000,130742922,253411400,"$19,000,000 ","$130,742,922 ","$253,411,400 ",Jonathan Demme,http://www.imdb.com/title/tt0102926/,
City Slickers,Columbia,Other,Comedy,3,,Comedy,,PG-13,112,1991,19910607,6,7,27000000,124033791,240407500,"$27,000,000 ","$124,033,791 ","$240,407,500 ",Ron Underwood,http://www.imdb.com/title/tt0101587/,
Hook,TriStar,Other,Fantasy,7,,Fantasy,,PG,142,1991,19911211,12,11,70000000,119654823,234093500,"$70,000,000 ","$119,654,823 ","$234,093,500 ",Steven Spielberg,http://www.imdb.com/title/tt0102057/,
The Addams Family,Paramount Pictures,Paramount Pictures,"Comedy, Horror",3,8,Comedy,Horror,PG-13,102,1991,19911122,11,22,30000000,113502426,220861700,"$30,000,000 ","$113,502,426 ","$220,861,700 ",Barry Sonnenfeld,http://www.imdb.com/title/tt0101272/,
Sleeping with the Enemy,Fox,Fox,Thriller,12,,Thriller,,R,99,1991,19910208,2,8,19000000,101599005,196923500,"$19,000,000 ","$101,599,005 ","$196,923,500 ",Joseph Ruben,http://www.imdb.com/title/tt0102945/,
Father of the Bride,Buena Vista,Buena Vista,Comedy,3,,Comedy,,PG,105,1991,19911220,12,20,0,89325780,175233300, $ ---------------     ,"$89,325,780 ","$175,233,300 ",Charles Shyer,http://www.imdb.com/title/tt0101862/,
The Naked Gun 2 1/2: The Smell of Fear,Paramount Pictures,Paramount Pictures,Comedy,3,,Comedy,,PG-13,85,1991,19910628,6,28,23000000,86930411,168492200,"$23,000,000 ","$86,930,411 ","$168,492,200 ",David Zucker,http://www.imdb.com/title/tt0102510/,
Fried Green Tomatoes,Universal,Universal,"Drama, Comedy",6,3,Drama,Comedy,PG-13,137,1991,19911227,12,27,0,82418501,162056600, $ ---------------     ,"$82,418,501 ","$162,056,600 ",Jon Avnet,http://www.imdb.com/title/tt0101921/,
Cape Fear,Universal,Universal,Thriller,12,,Thriller,,R,128,1991,19911115,11,15,0,79091969,153957000, $ ---------------     ,"$79,091,969 ","$153,957,000 ",Martin Scorsese,http://www.imdb.com/title/tt0101540/,
Teenage Mutant Ninja Turtles II,New Line,Other,Adventure,1,,Adventure,,PG,88,1991,19910322,3,22,25000000,78656813,152456000,"$25,000,000 ","$78,656,813 ","$152,456,000 ",Michael Pressman,http://www.imdb.com/title/tt0103060/,
Backdraft,Universal,Universal,"Action, Drama",0,6,Action,Drama,R,135,1991,19910524,5,24,0,77868585,150928200, $ ---------------     ,"$77,868,585 ","$150,928,200 ",Ron Howard,http://www.imdb.com/title/tt0101393/,
